Student_Name,College_Name,Stream,Year_of_Study,AI_Tools_Used,Daily_Usage_Hours,Use_Cases,Trust_in_AI_Tools,Impact_on_Grades,Do_Professors_Allow_Use,Preferred_AI_Tool,Awareness_Level,Willing_to_Pay_for_Access,State,Device_Used,Internet_Access,lsa,Avg_Regional_Speed_Mbps,Subjective_Access_Score,Infrastructure_Efficiency
Pari,BFIT Group of Institutions ,Engineering,2,"ChatGPT, Copilot",1.0,Content Writing,5,-2,Yes,Gemini,6,Yes,,Mobile,High,,14.563030282703107,3,43.689090848109316
Anika,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
Ira,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,Yes,,Mobile,High,,14.563030282703107,3,43.689090848109316
Meera,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
Saanvi,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Navya,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Aarohi,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
Prisha,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Ishita,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Rakhi,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Ramya,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Sneha,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Divya,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
Neha,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Pooja,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
Kavya,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
Aishwarya,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,No,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Shreya,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Nandini,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Aarav,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Vivaan,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Aditya,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
Vihaan,National Institute of Technology ,Science,2,"ChatGPT, Gemini, Copilot",1.9,"MCQ Practice, Projects",5,-3,No,ChatGPT,8,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Arjun,Dr. SNS Rajalakshmi College of Arts and ,Commerce,1,"Gemini, Midjourney",1.1,"MCQ Practice, Projects",1,1,Yes,Gemini,2,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Sai,Ram Krishna Dwarika College ,Commerce,3,"ChatGPT, Copilot",1.2,"Doubt Solving, Resume Writing",1,0,No,Gemini,7,Yes,,Tablet,High,,14.563030282703107,3,43.689090848109316
Reyansh,"INMANTEC Institutions, Ghaziabad ",Pharmacy,2,Copilot,0.8,"Doubt Solving, Resume Writing",1,-2,Yes,Copilot,9,No,,Tablet,High,,14.563030282703107,3,43.689090848109316
Ayaan,"INMANTEC Institutions, Ghaziabad ",Pharmacy,2,Copilot,0.8,"Doubt Solving, Resume Writing",1,-2,Yes,Copilot,9,Yes,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Krishna,"St.Joseph University, Dimapur ",Science,3,ChatGPT,3.9,"Exam Prep, Notes",2,1,Yes,Copilot,2,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
Ishaan,Oriental University ,Engineering,4,"ChatGPT, Gemini, Copilot",3.1,"Exam Prep, Notes",2,-1,Yes,ChatGPT,7,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Rudra,"The Global University, Itanagar ",Management,1,ChatGPT,2.5,"Exam Prep, Notes",5,1,Yes,ChatGPT,9,Yes,,Mobile,High,,14.563030282703107,3,43.689090848109316
Dhruv,Narsee Monjee Institute of Management Studies ,Medical,2,ChatGPT,2.9,"Exam Prep, Notes",5,-1,No,Copilot,3,Yes,,Laptop,High,,14.563030282703107,3,43.689090848109316
Kabir,Model Institute of Engineering and Technology ,Commerce,3,Copilot,1.1,Content Writing,5,0,Yes,Other,9,Yes,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Atharv,Kerala University ,Law,1,Copilot,1.7,"MCQ Practice, Projects",5,-1,Yes,Gemini,5,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Om,International Institute of Information Technology ,Engineering,1,"ChatGPT, Copilot",0.7,"MCQ Practice, Projects",1,-1,No,Copilot,9,No,,Tablet,High,,14.563030282703107,3,43.689090848109316
Anaya,International Institute of Information Technology ,Engineering,1,"ChatGPT, Copilot",0.7,"MCQ Practice, Projects",1,-1,No,Copilot,9,No,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Siya,International Institute of Information Technology ,Engineering,1,"ChatGPT, Copilot",0.7,"MCQ Practice, Projects",1,-1,No,Copilot,9,Yes,,Tablet,High,,14.563030282703107,3,43.689090848109316
Diya,International Institute of Information Technology ,Engineering,1,"ChatGPT, Copilot",0.7,"MCQ Practice, Projects",1,-1,No,Copilot,9,Yes,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Myra,Panjab University ,Pharmacy,3,Gemini,4.2,"Assignments, Coding Help",4,-3,No,Gemini,4,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Aadhya,Panjab University ,Pharmacy,3,Gemini,4.2,"Assignments, Coding Help",4,-3,No,Gemini,4,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Riya,Panjab University ,Pharmacy,3,Gemini,4.2,"Assignments, Coding Help",4,-3,No,Gemini,4,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Pari,"PDM University, Bahadurgarh, Bahadurgarh ",Law,2,Gemini,2.6,Learning new topics,2,-3,Yes,ChatGPT,3,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Anika,Dibrugarh Hanumanbux Surajmal Kanoi College ,Arts,4,Copilot,4.2,Learning new topics,2,-1,Yes,Gemini,6,No,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Ira,Government Engineering College ,Engineering,3,ChatGPT,2.9,"Exam Prep, Notes",2,-2,Yes,Other,6,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Meera,Government Engineering College ,Engineering,3,ChatGPT,2.9,"Exam Prep, Notes",2,-2,Yes,Other,6,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Saanvi,Government Engineering College ,Engineering,3,ChatGPT,2.9,"Exam Prep, Notes",2,-2,Yes,Other,6,No,,Laptop,High,,14.563030282703107,3,43.689090848109316
Navya,Government Engineering College ,Engineering,3,ChatGPT,2.9,"Exam Prep, Notes",2,-2,Yes,Other,6,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Aarohi,Indian Institute of Information Technology ,Engineering,3,"Gemini, Midjourney",2.2,"Assignments, Coding Help",4,-3,No,Gemini,10,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Prisha,Indian Institute of Information Technology ,Engineering,3,"Gemini, Midjourney",2.2,"Assignments, Coding Help",4,-3,No,Gemini,10,No,,Laptop,High,,14.563030282703107,3,43.689090848109316
Ishita,Indian Institute of Information Technology ,Engineering,3,"Gemini, Midjourney",2.2,"Assignments, Coding Help",4,-3,No,Gemini,10,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Rakhi,Indian Institute of Information Technology ,Engineering,3,"Gemini, Midjourney",2.2,"Assignments, Coding Help",4,-3,No,Gemini,10,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Ramya,Indian Institute of Information Technology ,Engineering,3,"Gemini, Midjourney",2.2,"Assignments, Coding Help",4,-3,No,Gemini,10,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Sneha,Indian Institute of Information Technology ,Engineering,3,"Gemini, Midjourney",2.2,"Assignments, Coding Help",4,-3,No,Gemini,10,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Divya,Indian Institute of Information Technology ,Engineering,3,"Gemini, Midjourney",2.2,"Assignments, Coding Help",4,-3,No,Gemini,10,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Neha,Indian Institute of Information Technology ,Engineering,3,"Gemini, Midjourney",2.2,"Assignments, Coding Help",4,-3,No,Gemini,10,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Pooja,Indian Institute of Information Technology ,Engineering,3,"Gemini, Midjourney",2.2,"Assignments, Coding Help",4,-3,No,Gemini,10,Yes,,Laptop,High,,14.563030282703107,3,43.689090848109316
Kavya,Indian Institute of Information Technology ,Engineering,3,"Gemini, Midjourney",2.2,"Assignments, Coding Help",4,-3,No,Gemini,10,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Aishwarya,Indian Institute of Information Technology ,Engineering,3,"Gemini, Midjourney",2.2,"Assignments, Coding Help",4,-3,No,Gemini,10,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Shreya,Indian Institute of Information Technology ,Engineering,3,"Gemini, Midjourney",2.2,"Assignments, Coding Help",4,-3,No,Gemini,10,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Nandini,Institute of Agri Business Management ,Agriculture,3,Copilot,1.3,"Doubt Solving, Resume Writing",1,-3,No,ChatGPT,8,Yes,,Tablet,High,,14.563030282703107,3,43.689090848109316
Aarav,"Institute of Law, Nirma University ",Law,1,Copilot,2.0,Learning new topics,2,-3,No,Other,5,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Vivaan,Institute of Medical Sciences and SUM Hospital ,Medical,2,ChatGPT,1.3,"Assignments, Coding Help",3,-3,Yes,ChatGPT,8,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Aditya,"Amity University, Gwalior ",Pharmacy,2,ChatGPT,2.6,Learning new topics,3,-2,Yes,Gemini,8,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Vihaan,Jayoti Vidyapeeth Women's University ,Arts,1,"Gemini, Midjourney",3.8,"MCQ Practice, Projects",1,0,Yes,Copilot,1,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Arjun,"Institute of Hotel Management Shri Shakti- [IHM], ",Hotel-management,2,"Gemini, Midjourney",1.5,Learning new topics,4,3,No,ChatGPT,10,No,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Sai,Bidhan Chandra Krishi Viswavidyalaya ,Agriculture,2,Copilot,0.8,Content Writing,5,-1,Yes,Other,6,Yes,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Reyansh,"Indira Gandhi Institute of Pharmaceutical Sciences, Bhubaneswar ",Pharmacy,1,"Gemini, Midjourney",3.3,"Exam Prep, Notes",5,1,No,Other,9,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Ayaan,"JNTUA College of Engineering, Ananthapur ",Engineering,2,ChatGPT,3.1,"Assignments, Coding Help",5,1,Yes,Gemini,8,No,,Mobile,High,,14.563030282703107,3,43.689090848109316
Krishna,"Poddar Group of Institutions, Jaipur ",Science,4,Gemini,2.0,"MCQ Practice, Projects",2,-2,No,Other,10,No,,Tablet,High,,14.563030282703107,3,43.689090848109316
Ishaan,"St. Mira's College for Girls, Pune ",Commerce,4,"Gemini, Midjourney",4.1,Content Writing,5,-3,No,Copilot,9,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Rudra,"Maharaja Ranjit Singh Punjab Technical University, Bathinda ",Agriculture,2,Copilot,2.9,"Exam Prep, Notes",3,-2,Yes,Gemini,1,No,,Laptop,High,,14.563030282703107,3,43.689090848109316
Dhruv,"IIHMR University, Jaipur ",Arts,1,"ChatGPT, Gemini, Copilot",3.0,Learning new topics,2,-2,No,Copilot,9,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Kabir,Seth GS Medical College ,Medical,1,Copilot,4.3,"MCQ Practice, Projects",2,3,Yes,Gemini,5,Yes,,Laptop,High,,14.563030282703107,3,43.689090848109316
Atharv,"Faculty of Management Studies, Manav Rachna International ",Management,1,ChatGPT,3.8,Content Writing,3,2,No,Gemini,8,Yes,,Tablet,High,,14.563030282703107,3,43.689090848109316
Om,"Faculty of Management Studies, Manav Rachna International ",Management,1,ChatGPT,3.8,Content Writing,3,2,No,Gemini,8,No,,Tablet,High,,14.563030282703107,3,43.689090848109316
Anaya,DAV College ,Science,3,Gemini,3.7,Learning new topics,2,2,No,Other,8,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Siya,DAV College ,Science,3,Gemini,3.7,Learning new topics,2,2,No,Other,8,Yes,,Mobile,High,,14.563030282703107,3,43.689090848109316
Diya,DAV College ,Science,3,Gemini,3.7,Learning new topics,2,2,No,Other,8,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Myra,DAV College ,Science,3,Gemini,3.7,Learning new topics,2,2,No,Other,8,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Aadhya,Sri Ram Chandra Bhanja Medical College and ,Pharmacy,1,ChatGPT,2.3,Content Writing,3,0,No,Other,7,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Riya,RP Inderaprastha Institute of Technology ,Hotel-management,2,Gemini,0.9,"Assignments, Coding Help",3,2,Yes,Copilot,5,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Pari,"University School of Business, Chandigarh University ",Arts,1,ChatGPT,4.2,"MCQ Practice, Projects",5,3,Yes,Copilot,1,Yes,,Laptop,High,,14.563030282703107,3,43.689090848109316
Anika,"University School of Business, Chandigarh University ",Arts,1,ChatGPT,4.2,"MCQ Practice, Projects",5,3,Yes,Copilot,1,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Ira,"University School of Business, Chandigarh University ",Arts,1,ChatGPT,4.2,"MCQ Practice, Projects",5,3,Yes,Copilot,1,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Meera,Jesus and Mary College ,Science,4,Copilot,1.2,"Exam Prep, Notes",2,-2,Yes,Gemini,9,Yes,,Tablet,High,,14.563030282703107,3,43.689090848109316
Saanvi,Baba Balak Nath Post Graduate College ,Science,3,Copilot,1.3,"Doubt Solving, Resume Writing",5,3,Yes,Other,10,No,,Tablet,High,,14.563030282703107,3,43.689090848109316
Navya,"C. V. Raman Global University, Bhubaneswar ",Hotel-management,1,"ChatGPT, Gemini, Copilot",0.9,"Doubt Solving, Resume Writing",2,1,No,Copilot,6,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Aarohi,SunRise University ,Pharmacy,1,Gemini,3.1,Content Writing,1,3,Yes,Gemini,1,No,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Prisha,SunRise University ,Pharmacy,1,Gemini,3.1,Content Writing,1,3,Yes,Gemini,1,Yes,,Mobile,High,,14.563030282703107,3,43.689090848109316
Ishita,"Dr. Zakir Husain Institute, Patna ",Hotel-management,3,Gemini,2.1,Content Writing,1,-1,Yes,Other,5,Yes,,Mobile,High,,14.563030282703107,3,43.689090848109316
Rakhi,"Shree Damodar College of Commerce and Economics, Salcete ",Commerce,3,"ChatGPT, Gemini, Copilot",4.4,"Doubt Solving, Resume Writing",1,1,No,Gemini,2,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Ramya,Royal Global University ,Law,2,Copilot,0.8,Content Writing,4,1,Yes,Gemini,6,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Sneha,VIT University ,Arts,3,Gemini,3.9,"Doubt Solving, Resume Writing",4,-2,No,Other,1,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Divya,Pt Bhagwat Dayal Sharma Post Graduate Institute ,Medical,3,Gemini,0.5,"MCQ Practice, Projects",1,-3,No,Copilot,1,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Neha,Pt Bhagwat Dayal Sharma Post Graduate Institute ,Medical,3,Gemini,0.5,"MCQ Practice, Projects",1,-3,No,Copilot,1,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Pooja,All India Institute of Management Studies ,Medical,2,Gemini,4.5,"MCQ Practice, Projects",5,3,Yes,Other,9,No,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Kavya,"Shobhit University, Meerut ",Pharmacy,4,"ChatGPT, Copilot",1.8,"Doubt Solving, Resume Writing",1,1,Yes,ChatGPT,7,No,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Aishwarya,"KK College of Engineering and Management, Dhanbad ",Engineering,4,Copilot,1.4,"MCQ Practice, Projects",2,2,Yes,Other,10,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Shreya,"Amity University, Kolkata ",Hotel-management,1,Copilot,0.6,"Assignments, Coding Help",1,0,No,Other,10,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Nandini,"EMEA College of Arts and Science Kondotty, ",Law,3,"ChatGPT, Copilot",4.3,"Exam Prep, Notes",4,-1,No,Copilot,3,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Aarav,Government Degree College ,Arts,4,"ChatGPT, Gemini, Copilot",4.1,Learning new topics,4,3,Yes,Other,7,No,,Laptop,High,,14.563030282703107,3,43.689090848109316
Vivaan,Vaishali Institute of Business and Rural Management ,Management,3,Copilot,3.2,Learning new topics,4,1,Yes,Other,7,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Aditya,"PG Government College for Girls, Chandigarh ",Commerce,3,"Gemini, Midjourney",2.9,"MCQ Practice, Projects",5,-2,No,ChatGPT,9,Yes,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Vihaan,Goswami Ganesh Dutt Sanatan Dharama College ,Law,4,Copilot,1.8,"Doubt Solving, Resume Writing",5,-2,Yes,ChatGPT,10,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Arjun,Goswami Ganesh Dutt Sanatan Dharama College ,Law,4,Copilot,1.8,"Doubt Solving, Resume Writing",5,-2,Yes,ChatGPT,10,No,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Sai,Goswami Ganesh Dutt Sanatan Dharama College ,Law,4,Copilot,1.8,"Doubt Solving, Resume Writing",5,-2,Yes,ChatGPT,10,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Reyansh,Institute of Technology and Science ,Management,4,Copilot,1.2,"Exam Prep, Notes",1,-3,No,Other,3,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Ayaan,Institute of Technology and Science ,Management,4,Copilot,1.2,"Exam Prep, Notes",1,-3,No,Other,3,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Krishna,People's Institute of Management & Research ,Management,1,"Gemini, Midjourney",1.0,Learning new topics,3,-1,No,ChatGPT,8,Yes,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Ishaan,"ICFAI University, West Tripura ",Medical,2,"ChatGPT, Copilot",3.5,"Doubt Solving, Resume Writing",2,0,No,Copilot,4,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Rudra,"Government Polytechnic College, Sopore ",Engineering,2,"Gemini, Midjourney",3.9,Learning new topics,3,-2,Yes,Copilot,9,No,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Dhruv,Cochin University of Science and Technology ,Agriculture,3,Gemini,2.9,Learning new topics,2,0,No,Other,8,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Kabir,Kalinga Institute of Industrial Technology ,Medical,3,"Gemini, Midjourney",1.5,"MCQ Practice, Projects",3,1,No,Gemini,8,Yes,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Atharv,Himgiri Zee University ,Hotel-management,3,"ChatGPT, Gemini, Copilot",0.9,"MCQ Practice, Projects",2,-1,Yes,ChatGPT,10,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
Om,LJ Institute of Computer Application ,Science,2,"ChatGPT, Gemini, Copilot",1.7,Learning new topics,2,-2,Yes,Other,10,No,,Tablet,Poor,,14.563030282703107,1,14.563030282703107
Anaya,"Nirmalagiri College, Kannur ",Commerce,1,"ChatGPT, Copilot",3.7,"Doubt Solving, Resume Writing",4,1,No,Gemini,5,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Siya,Mahatma Jyoti Rao Phoole University ,Science,1,"ChatGPT, Copilot",0.8,"MCQ Practice, Projects",4,-1,No,ChatGPT,2,No,,Mobile,Poor,,14.563030282703107,1,14.563030282703107
Diya,Institute of Pharmacy ,Pharmacy,4,Copilot,3.1,"Exam Prep, Notes",5,2,Yes,ChatGPT,1,Yes,,Laptop,Poor,,14.563030282703107,1,14.563030282703107
Myra,LM College of Pharmacy ,Science,4,"Gemini, Midjourney",4.4,"Assignments, Coding Help",1,-1,Yes,ChatGPT,6,No,,Tablet,Medium,,14.563030282703107,2,29.126060565406213
Aadhya,Central University of Jharkhand ,Management,2,"Gemini, Midjourney",1.2,Content Writing,4,-2,No,Gemini,3,Yes,,Laptop,Medium,,14.563030282703107,2,29.126060565406213
Riya,Acharya Narendra Dev College ,Commerce,4,ChatGPT,3.3,"MCQ Practice, Projects",4,2,Yes,Copilot,8,Yes,,Mobile,Medium,,14.563030282703107,2,29.126060565406213
